Fid,lat,lon,street,region,traffic_date_time,junction_no,vechile_type,no_of_vehicles,Label
10.42.0.151-119.146.74.34-59400-80-6,40.89733883,-73.83964954,seton avenue,Bronx,2022-08-13T10:31:57.210Z,2,Car,37,0
172.217.12.206-10.42.0.211-443-55432-6,40.88894396,-73.83643499,seton avenue,Bronx,2022-08-13T10:28:31.019Z,2,Car,37,0
10.42.0.211-10.42.0.1-29121-53-17,40.81826084,-73.86990877,seward avenue,Bronx,2022-08-13T10:25:33.580Z,2,Car,33,0
10.42.0.1-10.42.0.42-53-1846-17,40.86870636,-73.8479998,sexton place,Bronx,2022-08-13T10:25:22.127Z,2,Car,32,0
10.42.0.211-75.101.139.105-47892-443-6,40.87525628,-73.84236564,sexton place,Bronx,2022-08-13T10:19:44.029Z,2,Car,33,0
175.100.207.231-10.42.0.151-80-43596-6,40.87501088,-73.84133564,sexton place,Bronx,2022-08-13T10:16:53.260Z,2,Car,28,1
202.77.129.185-10.42.0.211-80-43572-6,40.858164,-73.846494,seymour avenue,Bronx,2022-08-13T10:15:09.160Z,2,Car,20,1
10.42.0.151-111.206.25.159-40961-80-6,40.87058832,-73.84600878,seymour avenue,Bronx,2022-08-13T10:13:56.950Z,1,Goods vehicle,22,1
10.42.0.211-104.192.110.245-38704-443-6,40.83626184,-73.92334029,shakespeare avenue,Bronx,2022-08-13T10:13:49.750Z,2,Pedal cycle,20,1
10.42.0.211-52.84.37.172-59214-443-6,40.8088034,-73.80090303,shepard avenue,Bronx,2022-08-13T10:10:01.170Z,2,Car,18,0
172.217.3.99-10.42.0.42-443-33913-6,40.82721938,-73.92069483,sheridan avenue,Bronx,2022-08-13T10:06:11.900Z,2,Goods vehicle ,18,1
10.42.0.211-111.1.17.152-33988-80-6,40.82234869,-73.88741941,sheridan expressway,Bronx,2022-08-13T10:04:37.250Z,2,Car,21,1
10.42.0.211-23.208.217.99-45410-443-6,40.83267815,-73.88378008,sheridan expressway sr,Bronx,2022-08-13T10:03:43.637Z,2,Bus,22,0
10.42.0.211-10.42.0.1-42499-53-17,40.82811834,-73.88541361,sheridan expressway sr,Bronx,2022-08-13T10:02:33.570Z,2,Motorcycle ,24,0
172.217.9.234-10.42.0.211-443-43731-6,40.82709376,-73.91973813,sherman avenue,Bronx,2022-08-13T09:59:44.990Z,1,Car,32,0
172.217.10.74-10.42.0.151-443-44437-6,40.83435504,-73.81665837,shore drive,Bronx,2022-08-13T09:55:01.060Z,1,Car,70,1
172.217.12.202-10.42.0.151-443-50240-6,40.85936305,-73.81800266,shore road,Bronx,2022-08-13T09:37:46.464Z,1,Car,54,1
182.22.120.252-10.42.0.42-443-60215-6,40.86472337,-73.81398537,shore road,Bronx,2022-08-13T09:34:13.057Z,2,Car,45,1
10.42.0.211-54.239.17.113-41022-443-6,40.87025344,-73.81088826,shore road,Bronx,2022-08-13T09:32:53.970Z,2,Taxi,46,0
10.42.0.211-64.71.142.110-42467-443-6,40.86495233,-73.81343759,shore road service road east,Bronx,2022-08-13T09:31:42.640Z,2,Car,43,1
172.217.12.138-10.42.0.151-443-38470-6,40.87800363,-73.89971734,shrady place,Bronx,2022-08-13T09:31:33.700Z,2,Car,39,0
172.217.3.110-10.42.0.211-443-54248-6,40.84048103,-73.82324986,siegfried place,Bronx,2022-08-13T09:14:18.300Z,1,Car,43,0
10.42.0.1-10.42.0.42-53-34199-17,40.90750126,-73.90879981,sigma place,Bronx,2022-08-13T09:02:54.800Z,2,Bus,44,1
180.149.153.234-10.42.0.211-80-56035-6,40.9080287,-73.90883307,sigma place,Bronx,2022-08-13T08:55:27.120Z,2,Truck,43,1
10.42.0.1-10.42.0.42-53-47063-17,40.81555781,-73.8138406,silver beach place,Bronx,2022-08-13T08:53:56.320Z,2,School Bus,48,1
10.42.0.211-98.139.199.205-58200-443-6,40.84313073,-73.84760443,silver street,Bronx,2022-08-13T08:52:52.070Z,2,Goods vehicle,42,1
10.42.0.151-104.254.66.16-43906-80-6,40.82414759,-73.89294829,simpson street,Bronx,2022-08-13T08:37:29.160Z,2,Pedal cycle,41,1
172.217.2.168-10.42.0.42-443-41988-6,40.82081951,-73.89290298,simpson street,Bronx,2022-08-13T08:30:25.620Z,2,Car,38,0
172.217.12.206-10.42.0.211-80-35736-6,40.81027451,-73.80491163,sound view terrace,Bronx,2022-08-13T08:22:29.167Z,2,Goods vehicle ,33,1
10.42.0.1-10.42.0.42-53-65360-17,40.82102008,-73.86574822,soundview avenue,Bronx,2022-08-13T08:21:39.510Z,2,Car,35,0
10.42.0.42-108.174.10.10-55649-80-6,40.8114234,-73.8561338,soundview avenue,Bronx,2022-08-13T08:20:56.140Z,2,Bus,30,0
209.10.120.26-10.42.0.211-80-55730-6,40.80617781,-73.84969664,soundview avenue,Bronx,2022-08-13T08:09:14.910Z,2,Motorcycle ,24,0
10.42.0.211-66.198.24.250-47689-443-6,40.82522776,-73.87015507,soundview avenue,Bronx,2022-08-13T08:07:49.177Z,2,Car,23,0
10.42.0.211-123.125.115.190-59762-80-6,40.87233941,-73.86517912,south oak drive,Bronx,2022-08-13T08:03:11.482Z,2,Car,24,0
172.217.7.227-10.42.0.211-443-34680-6,40.86536937,-73.87042269,southern boulevard,Bronx,2022-08-13T07:59:27.240Z,1,Car,24,1
151.101.21.140-10.42.0.211-443-56694-6,40.86772034,-73.87954659,southern boulevard,Bronx,2022-08-13T07:55:21.639Z,1,Car,23,0
172.217.6.202-10.42.0.211-443-45375-6,40.8567778,-73.88065459,southern boulevard,Bronx,2022-08-13T07:54:57.989Z,2,Goods vehicle,28,1
169.54.129.41-10.42.0.151-443-32814-6,40.86689322,-73.88084805,southern boulevard,Bronx,2022-08-13T07:45:46.180Z,2,Pedal cycle,30,1
157.55.130.147-10.42.0.151-40027-43477-17,40.80700854,-73.90826148,southern boulevard,Bronx,2022-08-13T07:45:16.080Z,1,Car,36,0
175.100.207.231-10.42.0.211-443-37833-6,40.89620204,-73.91193021,spaulding lane,Bronx,2022-08-13T07:43:11.759Z,1,Goods vehicle ,35,0
162.208.20.184-10.42.0.211-443-53796-6,40.89700269,-73.91459915,spaulding lane,Bronx,2022-08-13T07:38:06.725Z,1,Car,40,0
10.42.0.211-31.13.69.197-45223-443-6,40.89712153,-73.91352994,spaulding lane,Bronx,2022-08-13T07:34:38.340Z,2,Bus,37,1
10.42.0.1-10.42.0.42-53-2534-17,40.90604975,-73.89965798,spencer avenue,Bronx,2022-08-13T07:34:06.920Z,2,Motorcycle ,40,0
10.42.0.211-66.102.255.45-46886-80-6,40.90870995,-73.89892532,spencer avenue,Bronx,2022-08-13T07:27:09.240Z,2,Car,38,0
10.42.0.151-10.42.0.1-12446-53-17,40.84363082,-73.82319063,spencer drive,Bronx,2022-08-13T07:25:36.240Z,2,Car,39,1
10.42.0.151-10.42.0.1-62600-53-17,40.8146013,-73.88589532,spofford avenue,Bronx,2022-08-13T07:12:30.490Z,1,Car,35,1
10.42.0.211-52.84.26.207-54432-443-6,40.81377921,-73.8909794,spofford avenue,Bronx,2022-08-13T07:10:41.497Z,1,Car,39,1
172.217.10.238-10.42.0.151-443-42831-6,40.81386823,-73.89099938,spofford avenue,Bronx,2022-08-13T07:10:06.959Z,2,Taxi,42,1
10.42.0.211-121.12.98.63-46627-80-6,40.80360058,-73.91978162,st anns avenue,Bronx,2022-08-13T07:06:06.871Z,2,Car,39,0
10.42.0.211-52.22.102.34-57140-443-6,40.87595853,-73.88469107,st georges crescent,Bronx,2022-08-13T06:45:01.768Z,2,Car,41,0
172.217.7.163-10.42.0.42-80-47999-6,40.82780177,-73.83576,st josephs way,Bronx,2022-08-13T06:39:22.760Z,2,Car,29,0
140.205.230.8-10.42.0.211-80-43650-6,40.8126819,-73.86284836,st lawrence avenue,Bronx,2022-08-13T06:29:01.330Z,2,Car,35,0
216.58.219.234-10.42.0.151-443-46895-6,40.82981926,-73.8668402,st lawrence avenue,Bronx,2022-08-13T06:27:11.228Z,2,Motorcycle ,30,1
10.42.0.42-106.39.169.66-60717-80-6,40.83610423,-73.86815321,st lawrence avenue,Bronx,2022-08-13T06:26:30.400Z,2,Lorry,26,0
172.217.10.67-10.42.0.151-443-60806-6,40.81026331,-73.91433431,st marys street,Bronx,2022-08-13T06:25:31.587Z,2,Car,22,1
174.35.73.149-10.42.0.211-80-55020-6,40.90394285,-73.84791902,st ouen street,Bronx,2022-08-13T06:25:19.020Z,2,Bus,18,1
10.42.0.211-64.71.142.120-42716-80-6,40.85260935,-73.82877727,st paul avenue,Bronx,2022-08-13T06:22:16.656Z,2,Motorcycle ,19,0
209.10.120.26-10.42.0.211-80-36129-6,40.83631642,-73.90462422,st pauls place,Bronx,2022-08-13T06:19:36.130Z,2,Car,19,0
203.205.158.37-10.42.0.211-80-33965-6,40.83570245,-73.90199048,st pauls place,Bronx,2022-08-13T06:11:05.905Z,2,Bus,19,0
10.42.0.151-14.17.42.57-55287-80-6,40.83918159,-73.8455323,st peters avenue,Bronx,2022-08-13T06:07:47.680Z,2,Lorry,22,1
10.42.0.211-10.42.0.1-23855-53-17,40.83757827,-73.8544588,st raymond avenue,Bronx,2022-08-13T06:07:04.540Z,2,Car,25,1
180.149.136.194-10.42.0.211-443-44476-6,40.83789394,-73.85152619,st raymond avenue,Bronx,2022-08-13T06:07:01.430Z,2,Goods vehicle ,38,1
222.73.28.96-10.42.0.211-80-49018-6,40.83990127,-73.84879203,st raymond avenue,Bronx,2022-08-13T06:03:38.710Z,2,Car,50,1
10.42.0.211-103.235.46.211-40506-443-6,40.8423921,-73.84642724,st raymond avenue,Bronx,2022-08-13T05:57:18.887Z,2,Car,44,1
180.149.134.142-10.42.0.211-80-39273-6,40.84129395,-73.84739904,st raymond avenue,Bronx,2022-08-13T05:56:58.120Z,2,Car,38,1
172.217.6.206-10.42.0.151-443-57491-6,40.84962179,-73.83490292,st theresa avenue,Bronx,2022-08-13T05:47:20.740Z,2,Motorcycle,42,1
10.42.0.211-10.42.0.1-52118-53-17,40.83625069,-73.81738475,stadium avenue,Bronx,2022-08-13T05:38:06.667Z,2,Goods vehicle,39,1
202.77.129.150-10.42.0.211-80-35293-6,40.8151658,-73.91097905,terrace place,Bronx,2022-08-13T05:37:28.850Z,2,Pedal cycle,35,1
172.217.11.2-10.42.0.211-443-60545-6,40.80633456,-73.90958666,wales avenue,Bronx,2022-08-13T05:24:07.654Z,2,Car,34,1
172.217.6.200-10.42.0.211-443-43828-6,40.81231344,-73.91030975,trinity avenue,Bronx,2022-08-13T05:23:33.869Z,2,Goods vehicle ,36,0
172.217.12.142-10.42.0.42-443-53623-6,40.83058159,-73.93071317,west 161 street,Bronx,2022-08-13T05:19:14.866Z,2,Car,40,1
10.42.0.211-66.231.239.124-34538-443-6,40.83229219,-73.92974387,west 163 street,Bronx,2022-08-13T05:11:23.274Z,2,Bus,39,1
10.42.0.151-65.55.223.31-43477-40015-17,40.84276043,-73.9247729,west 171 street,Bronx,2022-08-13T05:09:45.600Z,3,Motorcycle ,37,1
10.42.0.151-104.193.88.109-40161-80-6,40.84772903,-73.92203579,west 174 street,Bronx,2022-08-13T05:09:25.073Z,3,Car,35,0
198.11.188.78-10.42.0.42-443-51817-6,40.84681062,-73.91524244,west 174 street,Bronx,2022-08-13T05:07:51.866Z,3,Car,31,0
172.217.6.225-10.42.0.211-443-53464-6,40.84756718,-73.91622522,west 174 street,Bronx,2022-08-13T05:07:35.903Z,2,Car,33,1
10.42.0.211-69.147.82.61-52003-443-6,40.84829697,-73.91617487,west 175 street,Bronx,2022-08-13T05:02:02.549Z,2,Car,29,1
10.42.0.211-54.239.17.112-53208-443-6,40.82875728,-73.91166093,webster avenue,Bronx,2022-08-13T04:56:01.310Z,1,Taxi,29,1
10.42.0.211-23.21.95.195-34341-443-6,40.82600383,-73.90793241,weiher court,Bronx,2022-08-13T04:55:59.650Z,1,Car,24,0
172.217.3.110-10.42.0.211-443-38884-6,40.86119127,-73.91253466,west 182 street,Bronx,2022-08-13T04:50:27.260Z,2,Car,17,1
203.205.128.137-10.42.0.42-80-37901-6,40.86249401,-73.91422413,university heights bridge,Bronx,2022-08-13T04:49:36.150Z,2,Car,18,1
10.42.0.211-66.198.24.240-34378-443-6,40.88187973,-73.91793642,west 227 street,Bronx,2022-08-13T04:42:37.513Z,2,Car,15,0
10.42.0.151-23.198.165.16-44310-80-6,40.88222201,-73.9151866,west 230 street,Bronx,2022-08-13T04:39:25.044Z,2,Car,18,0
10.42.0.42-104.244.43.163-59106-443-6,40.88705801,-73.90854576,tulfan terrace,Bronx,2022-08-13T04:27:38.390Z,1,Car,17,1
10.42.0.151-52.94.232.33-50931-443-6,40.88845871,-73.90924035,west 238 street,Bronx,2022-08-13T04:25:06.551Z,1,Car,19,1
10.42.0.1-10.42.0.42-53-30743-17,40.80957086,-73.90647028,timpson place,Bronx,2022-08-13T04:15:08.120Z,1,Car,26,0
216.58.219.202-10.42.0.211-443-39839-6,40.83051362,-73.89862804,union avenue,Bronx,2022-08-13T04:14:09.780Z,1,Car,29,0
10.42.0.1-10.42.0.42-53-12765-17,40.83023538,-73.89856808,union avenue,Bronx,2022-08-13T04:09:10.560Z,2,Car,29,1
172.217.6.206-10.42.0.151-443-48758-6,40.83051362,-73.89862804,union avenue,Bronx,2022-08-13T03:59:30.420Z,2,Car,26,1
172.217.6.195-10.42.0.42-443-52042-6,40.83576594,-73.89138762,suburban place,Bronx,2022-08-13T03:53:06.160Z,1,Goods vehicle,26,0
172.217.10.3-10.42.0.211-443-47376-6,40.85201253,-73.89105308,wade square,Bronx,2022-08-13T03:50:46.293Z,1,Pedal cycle,30,0
192.229.173.136-10.42.0.211-443-35733-6,40.84074523,-73.88724638,waterloo place,Bronx,2022-08-13T03:49:32.099Z,2,Car,28,0
10.42.0.151-10.42.0.1-38704-53-17,40.84043922,-73.88673008,trafalgar place,Bronx,2022-08-13T03:48:11.270Z,2,Goods vehicle ,25,0
203.205.147.229-10.42.0.211-80-56217-6,40.83419227,-73.878566,ward avenue,Bronx,2022-08-13T03:40:53.110Z,1,Car,28,1
10.42.0.211-23.206.166.62-41407-80-6,40.83869903,-73.87341182,van nest avenue,Bronx,2022-08-13T03:34:06.520Z,1,Bus,31,0
192.229.173.173-10.42.0.211-80-42358-6,40.87355483,-73.90746218,west 225 street,Bronx,2022-08-13T03:10:23.506Z,1,Motorcycle ,34,0
10.42.0.1-10.42.0.42-53-17923-17,40.87462499,-73.90470996,west 229 street,Bronx,2022-08-13T03:09:52.730Z,1,Car,35,0
182.22.25.124-10.42.0.211-443-54076-6,40.87832151,-73.90521853,verveelen place,Bronx,2022-08-13T02:56:57.170Z,1,Car,28,0
172.217.6.227-10.42.0.151-443-49119-6,40.86443171,-73.90388404,west 188 street,Bronx,2022-08-13T02:44:34.800Z,2,Car,28,0
216.58.219.234-10.42.0.151-443-58249-6,40.87612466,-73.90404863,west 230 street,Bronx,2022-08-13T02:34:18.570Z,2,Car,31,0
172.217.9.237-10.42.0.42-443-56289-6,40.87605367,-73.9013166,west 231 street,Bronx,2022-08-13T02:24:28.952Z,1,Taxi,24,0
10.42.0.211-52.179.184.189-58305-443-6,40.87811773,-73.90124563,summit place,Bronx,2022-08-13T01:57:45.880Z,1,Car,22,1
10.42.0.211-10.42.0.1-12971-53-17,40.87689877,-73.87941508,van cortlandt avenue east,Bronx,2022-08-13T01:54:04.242Z,2,Car,21,0
10.42.0.211-10.42.0.1-18862-53-17,40.87941492,-73.87803645,wayne avenue,Bronx,2022-08-13T01:43:07.730Z,2,Car,21,1
10.42.0.211-10.42.0.1-34548-53-17,40.88026709,-73.87678219,tryon avenue,Bronx,2022-08-13T01:40:31.230Z,2,Bus,18,0
10.42.0.211-10.42.0.1-40588-53-17,40.88160946,-73.90483554,west 233 street,Bronx,2022-08-13T01:39:50.010Z,2,Truck,17,1
10.42.0.42-31.13.80.5-33603-443-6,40.90168198,-73.89966681,valles avenue,Bronx,2022-08-13T01:31:01.910Z,2,School Bus,17,0
172.217.6.234-10.42.0.151-443-38983-6,40.90617121,-73.89858685,thorns lane,Bronx,2022-08-13T01:20:38.530Z,2,Goods vehicle,16,1
10.42.0.211-106.39.169.66-37810-80-6,40.88237851,-73.89727537,west 238 street,Bronx,2022-08-13T01:20:02.873Z,2,Pedal cycle,23,0
10.42.0.211-106.11.92.1-37016-443-6,40.88437895,-73.90104462,west 237 street,Bronx,2022-08-13T01:10:40.250Z,2,Car,21,0
209.10.120.26-10.42.0.211-80-33220-6,40.88652318,-73.89972731,van cortlandt park south,Bronx,2022-08-13T01:07:10.530Z,2,Goods vehicle ,26,1
10.42.0.1-10.42.0.42-53-11300-17,40.88184033,-73.87626032,tryon avenue,Bronx,2022-08-13T01:05:06.520Z,2,Car,25,0
172.217.6.202-10.42.0.211-443-39961-6,40.80548422,-73.8564239,u street,Bronx,2022-08-13T01:02:13.480Z,1,Bus,22,1
169.47.42.243-10.42.0.211-443-33739-6,40.80759795,-73.85590542,starboard court,Bronx,2022-08-13T01:01:00.580Z,1,Motorcycle ,22,0
10.42.0.211-10.42.0.1-38457-53-17,40.8098311,-73.85643197,stanton court,Bronx,2022-08-13T00:58:24.056Z,2,Car,25,1
172.217.3.106-10.42.0.211-443-38341-6,40.82241748,-73.83639753,wenner place,Bronx,2022-08-13T00:51:51.250Z,2,Car,25,1
10.42.0.151-10.42.0.1-6996-53-17,40.83651579,-73.85072371,starling avenue,Bronx,2022-08-13T00:42:46.300Z,2,Car,25,0
172.217.10.234-10.42.0.151-443-51379-6,40.83903953,-73.85134969,stearns street,Bronx,2022-08-13T00:27:47.650Z,2,Car,28,0
172.217.10.8-10.42.0.211-443-46097-6,40.83019738,-73.84747145,watson avenue,Bronx,2022-08-13T00:26:57.291Z,2,Goods vehicle,29,0
10.42.0.211-106.11.94.27-34717-443-6,40.84089126,-73.83936935,tan place,Bronx,2022-08-13T00:26:50.250Z,2,Pedal cycle,28,0
10.42.0.42-66.198.24.243-33812-80-6,40.84221232,-73.83908965,waters avenue,Bronx,2022-08-13T00:26:02.360Z,1,Car,28,1
172.217.10.234-10.42.0.211-443-36574-6,40.83669146,-73.83786676,vreeland avenue,Bronx,2022-08-13T00:25:01.251Z,1,Goods vehicle ,29,1
10.42.0.211-10.42.0.1-46344-53-17,40.86041815,-73.85594567,stell place,Bronx,2022-08-13T00:24:12.720Z,1,Car,32,1
10.42.0.211-98.139.183.24-55771-80-6,40.86539616,-73.85289237,tenbroeck avenue,Bronx,2022-08-13T00:21:25.862Z,2,Bus,32,1
10.42.0.211-66.198.24.225-40764-80-6,40.87300048,-73.85265893,tenbroeck avenue,Bronx,2022-08-13T00:18:31.474Z,2,Motorcycle ,21,0
198.11.188.75-10.42.0.211-443-47555-6,40.85741514,-73.85069736,van hoesen avenue,Bronx,2022-08-13T00:11:33.400Z,1,Car,24,0
10.42.0.211-64.71.142.96-53253-443-6,40.87240459,-73.85079124,throop avenue,Bronx,2022-08-13T00:01:52.730Z,1,Car,22,0
198.105.244.11-10.42.0.151-80-36986-6,40.87842079,-73.83922247,tillotson avenue,Bronx,2022-08-12T23:49:57.934Z,2,Car,19,1
192.229.173.173-10.42.0.42-80-51418-6,40.88093002,-73.84981046,stickney place,Bronx,2022-08-12T23:30:19.240Z,2,Car,18,0
10.42.0.211-23.208.168.108-45540-443-6,40.81248108,-73.80543112,tierney place,Bronx,2022-08-12T23:28:36.320Z,1,Taxi,19,0
10.42.0.151-103.7.30.118-43302-80-6,40.83180983,-73.83192963,swinton avenue,Bronx,2022-08-12T23:24:24.780Z,2,Car,25,1
10.42.0.42-123.125.115.164-53725-443-6,40.8296819,-73.82343939,sullivan place,Bronx,2022-08-12T23:22:22.590Z,2,Car,22,1
172.217.12.193-10.42.0.211-443-50481-6,40.83986614,-73.8209823,valhalla drive,Bronx,2022-08-12T23:18:03.240Z,2,Car,30,1
172.217.12.131-10.42.0.151-443-57242-6,40.86076205,-73.83181366,vance street,Bronx,2022-08-12T23:16:21.440Z,2,Car,41,1
172.217.3.98-10.42.0.151-443-54217-6,40.88774171,-73.80990269,terrace place,Bronx,2022-08-12T23:10:47.940Z,2,Car,41,0
10.42.0.1-10.42.0.42-53-22308-17,40.80467354,-73.792526,wadhams street,Bronx,2022-08-12T23:09:12.630Z,2,Motorcycle ,41,0
203.205.158.37-10.42.0.151-80-33873-6,40.84887783,-73.78472569,tier street,Bronx,2022-08-12T23:01:40.433Z,1,Lorry,37,0
10.42.0.151-74.125.22.188-33228-5228-6,40.84895157,-73.78399674,tier street,Bronx,2022-08-12T23:00:55.918Z,2,Car,39,0
10.42.0.211-106.11.94.21-49339-443-6,40.85781899,-73.78949524,terrace street,Bronx,2022-08-12T23:00:42.200Z,2,Bus,40,1
10.42.0.151-10.42.0.1-26887-53-17,40.80975878,-73.90640152,timpson place,Bronx,2022-08-12T22:51:35.170Z,2,Motorcycle ,38,0
10.42.0.211-36.110.213.174-44683-443-6,40.82808637,-73.91192243,webster avenue,Bronx,2022-08-12T22:51:15.580Z,2,Car,38,1
10.42.0.211-34.204.254.35-47707-443-6,40.8263863,-73.81634387,throgs neck expressway sr,Bronx,2022-08-12T22:43:36.670Z,2,Bus,38,1
172.217.11.35-10.42.0.151-443-48859-6,40.82896807,-73.91152513,webster avenue,Bronx,2022-08-12T22:33:51.370Z,2,Car,45,0
10.42.0.211-10.42.0.1-39899-53-17,40.82784257,-73.8951542,tiffany street,Bronx,2022-08-12T22:32:20.315Z,2,Goods vehicle ,40,0
10.42.0.151-10.42.0.1-8687-53-17,40.82804518,-73.89511163,tiffany street,Bronx,2022-08-12T22:29:46.270Z,2,Car,40,0
10.42.0.42-106.39.162.36-42071-80-6,40.86548762,-73.89317177,valentine avenue,Bronx,2022-08-12T22:22:25.100Z,1,Car,37,1
10.42.0.211-52.84.140.151-53228-443-6,40.82255388,-73.91157199,washington avenue,Bronx,2022-08-12T22:09:59.420Z,2,Car,36,1
172.217.12.131-10.42.0.42-80-57312-6,40.82255388,-73.91157199,washington avenue,Bronx,2022-08-12T22:09:50.670Z,2,Motorcycle,38,1
239.255.255.250-10.42.0.1-1900-58753-17,40.83716607,-73.90954098,teller avenue,Bronx,2022-08-12T22:08:36.209Z,2,Goods vehicle,31,1
172.217.12.206-10.42.0.151-443-56774-6,40.85321564,-73.84329226,stillwell avenue,Bronx,2022-08-12T22:06:40.310Z,2,Pedal cycle,24,1
180.163.255.159-10.42.0.151-443-55713-6,40.86548762,-73.89317177,valentine avenue,Bronx,2022-08-12T21:50:46.369Z,2,Car,24,1
157.240.18.15-10.42.0.151-443-46631-6,40.88298494,-73.91728421,west 230 street,Bronx,2022-08-12T21:48:11.770Z,2,Goods vehicle ,22,1
10.42.0.211-104.192.110.245-52643-80-6,40.88893456,-73.91205558,west 238 street,Bronx,2022-08-12T21:47:51.230Z,2,Car,16,1
172.217.3.106-10.42.0.151-443-58134-6,40.8890087,-73.91301366,west 238 street,Bronx,2022-08-12T21:45:00.873Z,2,Bus,19,1
10.42.0.151-119.146.74.31-40319-443-6,40.86397429,-73.90289435,west 188 street,Bronx,2022-08-12T21:43:28.511Z,2,Motorcycle ,22,1
173.241.242.143-10.42.0.211-443-43671-6,40.87291158,-73.86421346,wallace avenue,Bronx,2022-08-12T21:40:17.920Z,2,Car,19,0
10.42.0.211-10.42.0.1-2954-53-17,40.85323154,-73.8429797,stillwell avenue,Bronx,2022-08-12T21:39:49.246Z,2,Car,27,1
10.42.0.211-69.147.64.34-34231-443-6,40.84452372,-73.92361123,university avenue,Bronx,2022-08-12T21:35:17.360Z,2,Car,33,1
172.217.7.163-10.42.0.151-443-57281-6,40.88934949,-73.90819004,west 239 street,Bronx,2022-08-12T21:34:24.400Z,1,Car,52,1
172.217.12.174-10.42.0.151-443-45986-6,40.88912431,-73.90837503,west 239 street,Bronx,2022-08-12T21:31:50.039Z,1,Taxi,55,0
10.42.0.211-54.239.26.255-37927-443-6,40.88534389,-73.89519613,van cortlandt park south,Bronx,2022-08-12T21:31:42.035Z,2,Car,46,0
10.42.0.211-10.42.0.1-8823-53-17,40.88644772,-73.89899697,van cortlandt park south,Bronx,2022-08-12T21:25:04.420Z,2,Car,49,1
174.35.73.148-10.42.0.42-80-47212-6,40.81589527,-73.86070341,thieriot avenue,Bronx,2022-08-12T21:24:58.510Z,2,Car,48,1
157.240.18.19-10.42.0.211-443-57474-6,40.8167283,-73.86097242,thieriot avenue,Bronx,2022-08-12T21:22:11.680Z,2,Car,43,1
216.58.217.100-10.42.0.211-443-50271-6,40.81572251,-73.79743577,throgs neck bridge,Bronx,2022-08-12T21:19:03.660Z,1,Car,40,0
10.42.0.211-10.42.0.1-50542-53-17,40.82835017,-73.84222188,union port bridge,Bronx,2022-08-12T21:15:02.838Z,1,Car,44,1
172.217.10.225-10.42.0.211-443-57126-6,40.8284119,-73.8422353,union port bridge,Bronx,2022-08-12T21:13:41.410Z,3,Car,46,1
219.142.78.217-10.42.0.42-80-51835-6,40.84121695,-73.86360127,unionport road,Bronx,2022-08-12T21:04:24.780Z,3,Car,43,0
10.42.0.211-10.42.0.1-60772-53-17,40.83388592,-73.91859303,tudor place,Bronx,2022-08-12T21:01:52.430Z,3,Car,41,0
10.42.0.211-66.198.178.50-46615-443-6,40.84791016,-73.91968158,west 175 street,Bronx,2022-08-12T20:57:33.540Z,3,Car,42,1
172.217.12.174-10.42.0.151-443-49780-6,40.84815064,-73.91885277,tenney place,Bronx,2022-08-12T20:56:44.070Z,3,Car,43,1
10.42.0.151-68.67.180.45-47316-443-6,40.88564981,-73.89508413,van cortlandt park south,Bronx,2022-08-12T20:56:11.563Z,3,Goods vehicle,35,0
158.85.58.112-10.42.0.211-443-58979-6,40.84069467,-73.86306916,unionport road,Bronx,2022-08-12T20:41:53.180Z,1,Pedal cycle,33,0
10.42.0.151-23.199.25.36-48968-80-6,40.81824394,-73.80502221,throgs neck expressway sr,Bronx,2022-08-12T20:40:34.840Z,1,Car,29,1
172.217.12.170-10.42.0.42-443-47150-6,40.84272688,-73.83858989,waters place,Bronx,2022-08-12T20:37:54.376Z,2,Goods vehicle ,25,1
172.217.3.110-10.42.0.151-443-57678-6,40.84287532,-73.83862765,waters place,Bronx,2022-08-12T20:25:51.683Z,2,Car,21,0
182.22.24.124-10.42.0.211-443-55174-6,40.84276659,-73.83849146,waters place,Bronx,2022-08-12T20:23:44.569Z,2,Bus,18,0
10.42.0.151-10.42.0.1-26408-53-17,40.84287532,-73.83862765,waters place,Bronx,2022-08-12T20:08:18.490Z,2,Motorcycle ,21,0
10.42.0.211-10.42.0.1-64853-53-17,40.84036241,-73.92085868,west 170 street,Bronx,2022-08-12T20:04:47.775Z,1,Car,24,0
219.142.78.217-10.42.0.211-80-54498-6,40.88035433,-73.91063799,west 230 street,Bronx,2022-08-12T20:02:14.980Z,2,Car,28,1
195.21.152.161-10.42.0.211-123-36944-17,40.88029645,-73.91038813,west 230 street,Bronx,2022-08-12T20:00:04.470Z,2,Car,34,0
192.229.173.173-10.42.0.42-80-57015-6,40.86426419,-73.8519869,stedman place,Bronx,2022-08-12T19:58:04.030Z,2,Car,43,0
10.42.0.151-76.13.28.70-45033-443-6,40.864253,-73.85178216,stedman place,Bronx,2022-08-12T19:48:56.840Z,2,Taxi,45,0
10.42.0.42-103.43.91.17-45559-443-6,40.86530568,-73.85089449,stedman place,Bronx,2022-08-12T19:45:08.430Z,2,Car,45,0
172.217.10.110-10.42.0.151-443-45718-6,40.90294848,-73.8678994,van cortlandt park east,Bronx,2022-08-12T19:20:57.197Z,2,Car,58,0
192.229.173.173-10.42.0.42-80-51423-6,40.90242558,-73.86831925,van cortlandt park east,Bronx,2022-08-12T19:18:09.181Z,2,Car,50,0
